domain,actionSource,sourceVmUuid,dynUserGroupName,parentSessionId,destinationDeviceOsVersion,linkChangeCount,sctpAssociationId,sourceDeviceOsVersion,sourceHostName,error2,subcategoryOfApp,ipProtocol,destinationDeviceCategory,tags,dgHierarchyLevel1,uuidForRule,linkSwitches,bytesSent,tunnelIdImsi,@timestamp,nssaiSd,destinationPort,destinationCountry,configVersion,sanctionedStateOfApp,tunnel,packetsSent,sourceDynamicAddressGroup,sessionId,http2Connection,sdwanCluster,packets,sctpChunks,generateTime,clusterName,sdwanSite,destinationUser,syslog_domain,timeLogged,deviceName,sessionEndReason,@version,host,sourceDeviceModel,technologyOfApp,flowType,actionFlags,parentSessionStartTime,bytesReceived,repeatCount,sourcePort,dgHierarchyLevel3,error1,packetsReceived,saasOfApp,sourceDeviceOsFamily,destinationZone,sdwanDeviceType,outboundInterface,podNamespace,serial,tunneledApp,inboundInterface,virtualSystem,sourceDeviceVendor,sctpChunksSent,xffAddress,rule,sessionOwner,category,logAction,sequenceNumber,new_domain,sourceZone,elapsedTimeSec,action,dgHierarchyLevel2,natDestinationIp,destinationAddress,nssaiSst,destinationDynamicAddressGroup,sourceExternalDynamicList,sourceUser,sourceDeviceCategory,receiveTime,characteristicOfApp,sourceMacAddress,policyId,sctpChunksReceived,virtualSystemName,flags,containerOfApp,destinationHostName,destinationDeviceProfile,riskOfApp,offloaded,application,destinationDeviceOsFamily,natDestinationPort,logType,destinationDeviceModel,destinationMacAddress,sdwanClusterType,bytes,destinationVmUuid,highResTimestamp,serialNumber,startTime,dgHierarchyLevel4,sourceDeviceProfile,sourceCountry,hostId,podName,original_domain,sourceAddress,destinationExternalDynamicList,containerId,destinationDeviceVendor,threatContentType,natSourceIp,monitorTagImei,natSourcePort
<14>Dec 28 05:53:57 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:53:57.723Z,,63588,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:53:57,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:57,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38616,0,7444489203827594696,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:53:57,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:53:57.906+09:00,,2024/12/28 05:53:53,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.192.90,,,,drop,0.0.0.0,,0
<14>Dec 28 05:53:57 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:53:57.722Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:53:57,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:57,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827594695,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:53:57,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:53:57.906+09:00,,2024/12/28 05:53:53,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:53:57 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,100,0,2024-12-27T20:53:57.722Z,,53,United States,2817,no,N/A,,,296764,0,,2,0,2024/12/28 05:53:57,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:57,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,182,1,52559,0,7444489203827594694,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,8.8.8.8,8.8.8.8,,,,seoul\administrator,,2024/12/28 05:53:57,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,282,,2024-12-28T05:53:57.906+09:00,,2024/12/28 05:53:23,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.252,,,,end,118.128.43.82,,48549
<14>Dec 28 05:53:52 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,90,0,2024-12-27T20:53:52.724Z,,123,United States,2817,no,N/A,,,296221,0,,2,0,2024/12/28 05:53:52,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:52,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,90,1,123,0,7444489203827594692,1,ntp-base,,untrust,,ethernet1/2,,023201001129,ntp,ae2,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,SERVER,0,allow,0,216.239.35.4,216.239.35.4,,,,,,2024/12/28 05:53:52,2,,,0,0,0x40007a,"used-by-malware,pervasive-use",,,network-protocol,no,ntp-base,,123,TRAFFIC,,,,180,,2024-12-28T05:53:52.905+09:00,,2024/12/28 05:53:19,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.171,,,,end,118.128.43.82,,58497
<14>Dec 28 05:53:52 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,tcp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:53:52.724Z,,29895,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:53:52,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:52,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,53662,0,7444489203827594693,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:53:52,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:53:52.905+09:00,,2024/12/28 05:53:51,0,,United Kingdom,,,VISION-SEOUL-FW.seoulfw 1,134.209.176.25,,,,drop,0.0.0.0,,0
<14>Dec 28 05:53:52 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:53:52.723Z,,63588,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:53:52,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:52,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38616,0,7444489203827594691,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:53:52,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:53:52.905+09:00,,2024/12/28 05:53:48,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.192.90,,,,drop,0.0.0.0,,0
<14>Dec 28 05:53:52 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,100,0,2024-12-27T20:53:52.723Z,,53,United States,2817,no,N/A,,,283443,0,,2,0,2024/12/28 05:53:52,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:52,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,116,1,47585,0,7444489203827594690,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,8.8.8.8,8.8.8.8,,,,,,2024/12/28 05:53:52,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,216,,2024-12-28T05:53:52.905+09:00,,2024/12/28 05:53:18,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.251,,,,end,118.128.43.82,,23859
<14>Dec 28 05:53:52 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:53:52.723Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:53:52,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:52,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827594689,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:53:52,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:53:52.905+09:00,,2024/12/28 05:53:48,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:53:52 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,1564,0,2024-12-27T20:53:52.722Z,,5060,Korea Republic Of,2817,no,N/A,,,297345,0,,5,0,2024/12/28 05:53:52,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:52,VISION-SEOUL-FW,3,1,192.168.200.252,,unknown,0,0x8000000000000000,,1438,1,5060,0,7444489203827594688,2,insufficient-data,,untrust,,ethernet1/2,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,210.207.255.47,210.207.255.47,,,,,,2024/12/28 05:53:52,1,,,0,0,0x400019,,,,unknown,no,insufficient-data,,5060,TRAFFIC,,,,3002,,2024-12-28T05:53:52.905+09:00,,2024/12/28 05:53:17,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.209,,,,end,118.128.43.82,,39797
<14>Dec 28 05:53:47 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,70,0,2024-12-27T20:53:47.725Z,,53,United States,2817,no,N/A,,,297932,0,,2,0,2024/12/28 05:53:47,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:47,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,102,1,51933,0,7444489203827594687,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,8.8.8.8,8.8.8.8,,,,,,2024/12/28 05:53:47,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,172,,2024-12-28T05:53:47.905+09:00,,2024/12/28 05:53:16,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.199.2,,,,end,118.128.43.82,,39296
<14>Dec 28 05:53:47 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,tcp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,74,0,2024-12-27T20:53:47.724Z,,135,192.168.0.0-192.168.255.255,2817,no,N/A,,,297349,0,,1,0,2024/12/28 05:53:47,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:47,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,36558,0,7444489203827594682,1,incomplete,,trust,,ae1,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,0.0.0.0,192.168.199.201,,,,seoul\administrator,,2024/12/28 05:53:47,1,,,0,0,0x19,,,,unknown,no,incomplete,,0,TRAFFIC,,,,74,,2024-12-28T05:53:47.905+09:00,,2024/12/28 05:53:38,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.252,,,,end,0.0.0.0,,0
<14>Dec 28 05:53:47 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,software-update,tcp,,"[""_dateparsefailure""]",tcp-fin,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,647,0,2024-12-27T20:53:47.724Z,,80,Japan,2817,no,N/A,,,293503,0,,11,0,2024/12/28 05:53:47,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:47,VISION-SEOUL-FW,5,1,192.168.200.252,,business-systems,0,0x8000000000000000,,502,1,25185,0,7444489203827594685,6,ms-update,,untrust,,ethernet1/2,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,license-expired,PaloLog-forward,,,trust,61,allow,0,146.75.114.172,146.75.114.172,,,,,,2024/12/28 05:53:47,4,,,0,0,0x40001c,"evasive-behavior,consume-big-bandwidth,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,client-server,no,ms-update,,80,TRAFFIC,,,,1149,,2024-12-28T05:53:47.905+09:00,,2024/12/28 05:52:29,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.110,,,,end,118.128.43.82,,9268
<14>Dec 28 05:53:47 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:53:47.724Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:53:47,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:47,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827594681,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:53:47,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:53:47.905+09:00,,2024/12/28 05:53:43,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:53:47 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,70,0,2024-12-27T20:53:47.724Z,,53,United States,2817,no,N/A,,,296789,0,,2,0,2024/12/28 05:53:47,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:47,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,146,1,60964,0,7444489203827594686,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,8.8.8.8,8.8.8.8,,,,,,2024/12/28 05:53:47,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,216,,2024-12-28T05:53:47.905+09:00,,2024/12/28 05:53:16,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.199.2,,,,end,118.128.43.82,,56075
<14>Dec 28 05:53:47 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,icmp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,294,0,2024-12-27T20:53:47.724Z,,0,192.168.0.0-192.168.255.255,2817,no,N/A,,,297119,0,,6,0,2024/12/28 05:53:47,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:47,VISION-SEOUL-FW,3,1,192.168.200.252,,general-internet,0,0x8000000000000000,,294,3,23576,0,7444489203827594683,3,untunneled,,trust,,ae1,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,0.0.0.0,192.168.200.1,,,,,,2024/12/28 05:53:47,2,,,0,0,0x100019,"has-known-vulnerability,tunnel-other-application,pervasive-use",,,network-protocol,no,ping,,0,TRAFFIC,,,,588,,2024-12-28T05:53:47.905+09:00,,2024/12/28 05:53:32,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.254,,,,end,0.0.0.0,,0
<14>Dec 28 05:53:42 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,management,udp,,"[""_dateparsefailure""]",aged-out,cbf56f07-16ed-4bae-863c-0df8b75794bb,,4290,0,2024-12-27T20:53:42.726Z,,514,192.168.0.0-192.168.255.255,2817,no,N/A,,,296086,0,,6,0,2024/12/28 05:53:42,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:42,VISION-SEOUL-FW,0,1,192.168.200.252,,business-systems,0,0x8000000000000000,,0,1,49146,0,7444489203827594680,6,syslog,,trust,,ae1,,023201001129,,tunnel.1,vsys1,,0,,Allow-IPSEC,,any,PaloLog-forward,,,IPSecVPN,10,allow,0,0.0.0.0,192.168.200.20,,,,,,2024/12/28 05:53:42,2,,,0,0,0x5e,"has-known-vulnerability,pervasive-use",,,client-server,no,syslog,,0,TRAFFIC,,,,4290,,2024-12-28T05:53:42.905+09:00,,2024/12/28 05:53:00,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.1.253,,,,end,0.0.0.0,,0
<14>Dec 28 05:53:42 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,encrypted-tunnel,tcp,,"[""_dateparsefailure""]",tcp-rst-from-client,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,1689,0,2024-12-27T20:53:42.725Z,,443,United States,2817,no,N/A,,,297308,0,,25,0,2024/12/28 05:53:42,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:42,VISION-SEOUL-FW,11,1,192.168.200.252,,networking,0,0x8000000000000000,,5383,1,41694,0,7444489203827594678,14,ssl,,untrust,,ethernet1/2,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,license-expired,PaloLog-forward,,,trust,31,allow,0,35.184.164.211,35.184.164.211,,,,,,2024/12/28 05:53:42,4,,,0,0,0x40041c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,ssl,,443,TRAFFIC,,,,7072,,2024-12-28T05:53:42.905+09:00,,2024/12/28 05:52:52,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.199.232,,,,end,118.128.43.82,,9659
<14>Dec 28 05:53:42 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:53:42.725Z,,63588,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:53:42,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:42,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38616,0,7444489203827594679,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:53:42,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:53:42.905+09:00,,2024/12/28 05:53:38,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.192.90,,,,drop,0.0.0.0,,0
<14>Dec 28 05:53:42 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:53:42.725Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:53:42,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:42,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827594677,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:53:42,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:53:42.905+09:00,,2024/12/28 05:53:38,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:53:42 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,87,0,2024-12-27T20:53:42.724Z,,53,United States,2817,no,N/A,,,297109,0,,2,0,2024/12/28 05:53:42,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:42,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,208,1,56174,0,7444489203827594675,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,8.8.8.8,8.8.8.8,,,,,,2024/12/28 05:53:42,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,295,,2024-12-28T05:53:42.905+09:00,,2024/12/28 05:53:07,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.251,,,,end,118.128.43.82,,5779
<14>Dec 28 05:53:42 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,87,0,2024-12-27T20:53:42.724Z,,53,United States,2817,no,N/A,,,296536,0,,2,0,2024/12/28 05:53:42,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:42,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,208,1,35269,0,7444489203827594676,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,8.8.8.8,8.8.8.8,,,,,,2024/12/28 05:53:42,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,295,,2024-12-28T05:53:42.905+09:00,,2024/12/28 05:53:07,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.251,,,,end,118.128.43.82,,35638
<14>Dec 28 05:53:37 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,87,0,2024-12-27T20:53:37.727Z,,53,United States,2817,no,N/A,,,293251,0,,2,0,2024/12/28 05:53:37,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:37,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,191,1,33879,0,7444489203827594673,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,8.8.8.8,8.8.8.8,,,,,,2024/12/28 05:53:37,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,278,,2024-12-28T05:53:37.903+09:00,,2024/12/28 05:53:07,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.251,,,,end,118.128.43.82,,39756
<14>Dec 28 05:53:37 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,infrastructure,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,87,0,2024-12-27T20:53:37.727Z,,53,United States,2817,no,N/A,,,297379,0,,2,0,2024/12/28 05:53:37,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:53:37,VISION-SEOUL-FW,1,1,192.168.200.252,,networking,0,0x8000000000000000,,208,1,59255,0,7444489203827594674,1,dns-base,,untrust,,ethernet1/2,,023201001129,dns,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,8.8.8.8,8.8.8.8,,,,,,2024/12/28 05:53:37,3,,,0,0,0x400019,"used-by-malware,has-known-vulnerability,pervasive-use",,,network-protocol,no,dns-base,,53,TRAFFIC,,,,295,,2024-12-28T05:53:37.903+09:00,,2024/12/28 05:53:07,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.251,,,,end,118.128.43.82,,29888
